Datetime,hour,day_of_week,month,NO2(GT),NOx(GT),C6H6(GT),PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AQI_next_hour
2004-04-18 11:00:00,11.0,6.0,4.0,109.0,180.0,7.3,1217.0,869.0,873.0,1660.0,963.0,14.9,74.5,1.253,689.7875
2004-04-18 12:00:00,12.0,6.0,4.0,109.0,180.0,5.3,1097.0,779.0,980.0,1565.0,803.0,15.5,67.4,1.178,629.675
2004-04-18 13:00:00,13.0,6.0,4.0,109.0,180.0,3.4,938.0,674.0,1136.0,1433.0,564.0,16.7,56.0,1.0544,623.8
2004-04-18 14:00:00,14.0,6.0,4.0,109.0,180.0,3.4,944.0,677.0,1140.0,1436.0,501.0,17.1,55.5,1.0724,689.475
2004-04-18 15:00:00,15.0,6.0,4.0,109.0,180.0,6.8,1139.0,847.0,929.0,1604.0,701.0,16.2,62.4,1.1423,703.125
2004-04-18 16:00:00,16.0,6.0,4.0,109.0,180.0,7.0,1163.0,859.0,921.0,1603.0,783.0,17.4,58.9,1.1567,703.5875
2004-04-18 17:00:00,17.0,6.0,4.0,109.0,180.0,7.7,1157.0,885.0,916.0,1590.0,784.0,17.5,54.6,1.08,716.3125
2004-04-18 18:00:00,18.0,6.0,4.0,109.0,180.0,8.5,1154.0,919.0,876.0,1623.0,861.0,17.5,54.2,1.0722,808.8125
2004-04-18 19:00:00,19.0,6.0,4.0,109.0,180.0,13.5,1342.0,1102.0,744.0,1824.0,1156.0,17.0,55.1,1.0621,746.525
2004-04-18 20:00:00,20.0,6.0,4.0,109.0,180.0,9.2,1178.0,949.0,847.0,1653.0,1047.0,16.4,57.8,1.0669,741.5875
2004-04-18 21:00:00,21.0,6.0,4.0,109.0,180.0,8.7,1152.0,926.0,854.0,1669.0,1034.0,15.8,60.4,1.0744,711.45
2004-04-18 22:00:00,22.0,6.0,4.0,109.0,180.0,6.6,1078.0,841.0,920.0,1595.0,962.0,15.5,63.3,1.1071,754.7625
2004-04-18 23:00:00,23.0,6.0,4.0,109.0,180.0,9.1,1167.0,945.0,826.0,1702.0,1100.0,15.0,65.2,1.1045,734.225
2004-04-19 00:00:00,0.0,0.0,4.0,109.0,180.0,7.8,1111.0,890.0,871.0,1658.0,1047.0,14.5,67.3,1.1054,675.775
2004-04-19 01:00:00,1.0,0.0,4.0,109.0,180.0,4.2,988.0,722.0,1029.0,1500.0,874.0,14.1,70.1,1.1224,653.8
2004-04-19 02:00:00,2.0,0.0,4.0,109.0,180.0,3.4,917.0,677.0,1103.0,1494.0,747.0,13.8,73.3,1.1518,621.7125
2004-04-19 03:00:00,3.0,0.0,4.0,109.0,180.0,1.7,850.0,562.0,1275.0,1407.0,589.0,13.1,78.3,1.1716,635.1375
2004-04-19 04:00:00,4.0,0.0,4.0,109.0,180.0,2.1,885.0,589.0,1238.0,1443.0,635.0,13.0,78.2,1.1664,639.65
2004-04-19 05:00:00,5.0,0.0,4.0,109.0,180.0,2.2,888.0,597.0,1242.0,1428.0,671.0,14.3,70.1,1.1328,726.1125
2004-04-19 06:00:00,6.0,0.0,4.0,109.0,180.0,6.9,1101.0,852.0,913.0,1655.0,992.0,14.0,70.9,1.1306,857.9375
2004-04-19 07:00:00,7.0,0.0,4.0,109.0,180.0,16.5,1399.0,1195.0,680.0,1976.0,1308.0,15.4,64.2,1.1123,852.0875
2004-04-19 08:00:00,8.0,0.0,4.0,109.0,180.0,18.7,1325.0,1260.0,652.0,1969.0,1303.0,16.5,57.9,1.0826,704.9375
2004-04-19 09:00:00,9.0,0.0,4.0,109.0,180.0,8.5,1058.0,921.0,876.0,1594.0,893.0,18.8,48.0,1.0323,662.1
2004-04-19 10:00:00,10.0,0.0,4.0,109.0,180.0,6.8,990.0,846.0,947.0,1503.0,715.0,19.5,43.3,0.9706,675.3125
2004-04-19 11:00:00,11.0,0.0,4.0,109.0,180.0,7.5,1018.0,879.0,950.0,1574.0,685.0,18.5,45.5,0.9606,735.2375
2004-04-19 12:00:00,12.0,0.0,4.0,109.0,180.0,10.9,1105.0,1010.0,811.0,1709.0,947.0,18.0,46.7,0.9569,779.05
2004-04-19 13:00:00,13.0,0.0,4.0,109.0,180.0,13.4,1194.0,1097.0,743.0,1847.0,1049.0,16.5,58.2,1.0813,684.4875
2004-04-19 14:00:00,14.0,0.0,4.0,109.0,180.0,7.9,1088.0,893.0,892.0,1565.0,741.0,12.1,75.6,1.0662,698.725
2004-04-19 15:00:00,15.0,0.0,4.0,109.0,180.0,8.8,1084.0,933.0,872.0,1602.0,801.0,11.1,75.6,0.9974,750.8125
2004-04-19 16:00:00,16.0,0.0,4.0,109.0,180.0,11.5,1207.0,1032.0,797.0,1701.0,969.0,10.5,79.0,1.0016,757.35
2004-04-19 17:00:00,17.0,0.0,4.0,109.0,180.0,11.8,1186.0,1042.0,808.0,1684.0,1038.0,10.0,80.5,0.9853,699.2875
2004-04-19 18:00:00,18.0,0.0,4.0,109.0,180.0,8.3,1053.0,911.0,916.0,1528.0,889.0,11.3,70.5,0.9389,691.4875
2004-04-19 19:00:00,19.0,0.0,4.0,109.0,180.0,7.9,1032.0,895.0,921.0,1508.0,879.0,10.7,71.5,0.9197,676.5875
2004-04-19 20:00:00,20.0,0.0,4.0,109.0,180.0,6.7,989.0,846.0,960.0,1476.0,846.0,9.9,74.0,0.9009,644.575
2004-04-19 21:00:00,21.0,0.0,4.0,109.0,180.0,4.6,930.0,745.0,1085.0,1391.0,712.0,10.8,68.2,0.8806,655.625
2004-04-19 22:00:00,22.0,0.0,4.0,109.0,180.0,5.0,951.0,766.0,1056.0,1431.0,747.0,10.2,74.0,0.9176,663.9125
2004-04-19 23:00:00,23.0,0.0,4.0,109.0,180.0,5.3,985.0,780.0,1017.0,1444.0,791.0,10.1,77.5,0.9579,635.3625
2004-04-20 00:00:00,0.0,1.0,4.0,109.0,180.0,3.9,937.0,703.0,1136.0,1377.0,637.0,9.9,77.7,0.9497,619.8625
2004-04-20 01:00:00,1.0,1.0,4.0,109.0,180.0,2.9,887.0,648.0,1222.0,1357.0,553.0,9.5,80.2,0.9533,601.0625
2004-04-20 02:00:00,2.0,1.0,4.0,109.0,180.0,1.5,806.0,544.0,1429.0,1290.0,449.0,9.5,79.7,0.9489,611.6
2004-04-20 03:00:00,3.0,1.0,4.0,109.0,180.0,0.8,771.0,483.0,1587.0,1277.0,485.0,9.7,78.9,0.9487,623.65
2004-04-20 04:00:00,4.0,1.0,4.0,109.0,180.0,1.2,802.0,519.0,1523.0,1315.0,540.0,9.8,80.0,0.967,646.1125
2004-04-20 05:00:00,5.0,1.0,4.0,109.0,180.0,2.9,878.0,644.0,1260.0,1410.0,685.0,10.0,79.6,0.98,717.7
2004-04-20 06:00:00,6.0,1.0,4.0,109.0,180.0,7.6,1070.0,883.0,942.0,1625.0,925.0,10.3,79.4,0.9927,893.0875
2004-04-20 07:00:00,7.0,1.0,4.0,109.0,180.0,20.7,1430.0,1316.0,638.0,2069.0,1382.0,11.0,77.4,1.0135,1001.7375
2004-04-20 08:00:00,8.0,1.0,4.0,109.0,180.0,29.9,1565.0,1549.0,540.0,2396.0,1645.0,12.3,69.2,0.9906,890.3875
2004-04-20 09:00:00,9.0,1.0,4.0,109.0,180.0,20.1,1365.0,1299.0,637.0,1999.0,1514.0,14.5,60.4,0.9936,866.1375
2004-04-20 10:00:00,10.0,1.0,4.0,109.0,180.0,17.1,1348.0,1214.0,678.0,1874.0,1509.0,16.0,56.3,1.0185,882.175
2004-04-20 11:00:00,11.0,1.0,4.0,109.0,180.0,19.4,1311.0,1279.0,648.0,1991.0,1520.0,18.1,51.1,1.0551,871.0875
2004-04-20 12:00:00,12.0,1.0,4.0,109.0,180.0,18.7,1302.0,1260.0,658.0,1970.0,1471.0,23.0,37.5,1.0389,824.975
2004-04-20 13:00:00,13.0,1.0,4.0,109.0,180.0,15.8,1250.0,1173.0,720.0,1870.0,1282.0,21.8,39.6,1.0209,734.5375
2004-04-20 14:00:00,14.0,1.0,4.0,109.0,180.0,10.3,1083.0,988.0,859.0,1643.0,1004.0,21.9,37.2,0.9683,674.4875
2004-04-20 15:00:00,15.0,1.0,4.0,109.0,180.0,7.9,1005.0,894.0,956.0,1530.0,714.0,23.8,31.4,0.9132,758.0875
2004-04-20 16:00:00,16.0,1.0,4.0,109.0,180.0,13.7,1129.0,1107.0,844.0,1742.0,940.0,25.9,26.9,0.8845,855.8375
2004-04-20 17:00:00,17.0,1.0,4.0,109.0,180.0,19.7,1327.0,1289.0,712.0,1938.0,1272.0,25.8,29.9,0.9808,932.5375
2004-04-20 18:00:00,18.0,1.0,4.0,109.0,180.0,25.3,1428.0,1437.0,599.0,2156.0,1526.0,22.6,39.5,1.0679,917.6125
2004-04-20 19:00:00,19.0,1.0,4.0,109.0,180.0,23.9,1426.0,1400.0,612.0,2102.0,1488.0,19.9,45.0,1.0364,878.575
2004-04-20 20:00:00,20.0,1.0,4.0,109.0,180.0,20.6,1310.0,1313.0,663.0,1958.0,1475.0,17.9,47.4,0.9657,769.0375
2004-04-20 21:00:00,21.0,1.0,4.0,109.0,180.0,12.3,1114.0,1059.0,792.0,1704.0,1182.0,16.8,50.4,0.9545,698.9625
2004-04-20 22:00:00,22.0,1.0,4.0,109.0,180.0,7.7,991.0,889.0,932.0,1550.0,933.0,16.0,52.0,0.9375,722.875
2004-04-20 23:00:00,23.0,1.0,4.0,109.0,180.0,9.0,1089.0,940.0,866.0,1589.0,1001.0,14.2,59.1,0.952,647.9375
2004-04-21 00:00:00,0.0,2.0,4.0,109.0,180.0,4.5,911.0,740.0,1071.0,1412.0,756.0,14.2,56.7,0.9111,687.975
2004-04-21 01:00:00,1.0,2.0,4.0,109.0,180.0,5.8,1005.0,802.0,976.0,1474.0,952.0,12.2,67.7,0.9625,647.525
2004-04-21 02:00:00,2.0,2.0,4.0,109.0,180.0,3.2,863.0,664.0,1172.0,1381.0,808.0,13.2,61.7,0.9328,644.125
2004-04-21 03:00:00,3.0,2.0,4.0,109.0,180.0,3.0,857.0,653.0,1197.0,1375.0,779.0,10.9,71.0,0.9249,627.125
2004-04-21 04:00:00,4.0,2.0,4.0,109.0,180.0,2.0,804.0,585.0,1301.0,1319.0,717.0,11.3,67.6,0.9038,652.2125
2004-04-21 05:00:00,5.0,2.0,4.0,109.0,180.0,3.7,871.0,694.0,1160.0,1421.0,779.0,10.1,71.8,0.888,719.5875
2004-04-21 06:00:00,6.0,2.0,4.0,109.0,180.0,8.7,1035.0,929.0,887.0,1599.0,1009.0,10.2,70.9,0.8841,965.625
2004-04-21 07:00:00,7.0,2.0,4.0,109.0,180.0,27.0,1513.0,1480.0,572.0,2249.0,1595.0,11.8,66.0,0.9085,1116.6625
2004-04-21 08:00:00,8.0,2.0,4.0,109.0,180.0,40.3,1726.0,1776.0,478.0,2684.0,1940.0,14.0,58.2,0.9271,904.875
2004-04-21 09:00:00,9.0,2.0,4.0,109.0,180.0,20.0,1396.0,1296.0,619.0,1991.0,1628.0,17.0,50.2,0.9646,868.2625
2004-04-21 10:00:00,10.0,2.0,4.0,109.0,180.0,17.1,1333.0,1212.0,668.0,1854.0,1573.0,22.3,36.9,0.9838,769.375
2004-04-21 11:00:00,11.0,2.0,4.0,109.0,180.0,11.0,1161.0,1016.0,849.0,1642.0,1187.0,24.4,30.9,0.934,717.7
2004-04-21 12:00:00,12.0,2.0,4.0,109.0,180.0,10.6,1081.0,1000.0,900.0,1561.0,900.0,25.9,26.7,0.8771,707.5625
2004-04-21 13:00:00,13.0,2.0,4.0,109.0,180.0,10.5,1075.0,998.0,914.0,1574.0,800.0,25.8,26.1,0.854,694.2
2004-04-21 14:00:00,14.0,2.0,4.0,109.0,180.0,9.6,1055.0,964.0,953.0,1513.0,770.0,26.3,24.8,0.8393,691.6625
2004-04-21 15:00:00,15.0,2.0,4.0,109.0,180.0,9.3,1053.0,953.0,988.0,1483.0,758.0,27.0,22.2,0.7805,731.4625
2004-04-21 16:00:00,16.0,2.0,4.0,109.0,180.0,12.7,1087.0,1075.0,944.0,1558.0,886.0,27.3,20.5,0.7308,840.725
2004-04-21 17:00:00,17.0,2.0,4.0,109.0,180.0,19.8,1304.0,1291.0,765.0,1838.0,1219.0,25.8,24.1,0.7912,1018.9375
2004-04-21 18:00:00,18.0,2.0,4.0,109.0,180.0,32.5,1625.0,1608.0,601.0,2271.0,1725.0,25.3,28.9,0.9151,1032.7
2004-04-21 19:00:00,19.0,2.0,4.0,109.0,180.0,33.6,1649.0,1633.0,584.0,2328.0,1745.0,23.8,33.7,0.9786,940.125
2004-04-21 20:00:00,20.0,2.0,4.0,109.0,180.0,26.0,1443.0,1455.0,635.0,2073.0,1600.0,21.4,36.0,0.9059,813.425
2004-04-21 21:00:00,21.0,2.0,4.0,109.0,180.0,16.4,1209.0,1193.0,753.0,1737.0,1310.0,19.8,39.5,0.9016,754.075
2004-04-21 22:00:00,22.0,2.0,4.0,109.0,180.0,10.6,1105.0,1000.0,847.0,1573.0,1208.0,19.2,42.1,0.9273,709.7625
2004-04-21 23:00:00,23.0,2.0,4.0,109.0,180.0,7.1,1020.0,863.0,933.0,1492.0,1074.0,18.8,45.8,0.9855,693.675
2004-04-22 00:00:00,0.0,3.0,4.0,109.0,180.0,6.4,991.0,828.0,973.0,1469.0,993.0,17.1,50.8,0.9828,671.575
2004-04-22 01:00:00,1.0,3.0,4.0,109.0,180.0,4.6,937.0,741.0,1058.0,1420.0,923.0,16.2,53.4,0.9775,645.625
2004-04-22 02:00:00,2.0,3.0,4.0,109.0,180.0,3.0,882.0,654.0,1141.0,1377.0,819.0,16.0,53.5,0.9691,630.15
2004-04-22 03:00:00,3.0,3.0,4.0,109.0,180.0,2.2,843.0,597.0,1242.0,1341.0,727.0,14.3,59.2,0.9601,622.4625
2004-04-22 04:00:00,4.0,3.0,4.0,109.0,180.0,1.7,819.0,565.0,1295.0,1316.0,694.0,13.3,62.6,0.9498,632.4
2004-04-22 05:00:00,5.0,3.0,4.0,109.0,180.0,2.2,834.0,596.0,1276.0,1335.0,727.0,13.4,59.5,0.9097,682.7125
2004-04-22 06:00:00,6.0,3.0,4.0,109.0,180.0,5.7,977.0,800.0,990.0,1474.0,926.0,12.2,64.1,0.9062,791.975
2004-04-22 07:00:00,7.0,3.0,4.0,109.0,180.0,13.8,1234.0,1109.0,767.0,1729.0,1194.0,13.9,57.2,0.9029,897.7
2004-04-22 08:00:00,8.0,3.0,4.0,109.0,180.0,21.6,1403.0,1340.0,623.0,2003.0,1502.0,15.2,53.2,0.9107,979.1375
2004-04-22 09:00:00,9.0,3.0,4.0,109.0,180.0,26.1,1538.0,1458.0,593.0,2186.0,1743.0,19.2,41.6,0.9154,891.5125
2004-04-22 10:00:00,10.0,3.0,4.0,109.0,180.0,20.1,1343.0,1299.0,694.0,1945.0,1542.0,23.7,30.6,0.8854,820.05
2004-04-22 11:00:00,11.0,3.0,4.0,109.0,180.0,15.4,1243.0,1162.0,766.0,1731.0,1354.0,26.1,26.8,0.8921,784.575
2004-04-22 12:00:00,12.0,3.0,4.0,109.0,180.0,13.6,1201.0,1102.0,814.0,1682.0,1175.0,28.1,24.4,0.9138,729.3875
2004-04-22 13:00:00,13.0,3.0,4.0,109.0,180.0,11.1,1121.0,1020.0,893.0,1585.0,916.0,28.3,23.9,0.906,716.4
2004-04-22 14:00:00,14.0,3.0,4.0,109.0,180.0,12.2,1087.0,1055.0,908.0,1562.0,818.0,28.0,21.0,0.7814,778.0625
2004-04-22 15:00:00,15.0,3.0,4.0,109.0,180.0,17.5,1165.0,1225.0,824.0,1676.0,1028.0,30.8,16.4,0.7167,807.5125
2004-04-22 16:00:00,16.0,3.0,4.0,109.0,180.0,19.1,1224.0,1270.0,806.0,1739.0,1113.0,31.3,16.2,0.7262,920.5125
2004-04-22 17:00:00,17.0,3.0,4.0,109.0,180.0,27.1,1431.0,1482.0,679.0,2025.0,1431.0,29.4,20.5,0.8262,932.7875
2004-04-22 18:00:00,18.0,3.0,4.0,109.0,180.0,28.3,1433.0,1510.0,661.0,2038.0,1503.0,25.8,24.3,0.794,1014.375
2004-04-22 19:00:00,19.0,3.0,4.0,109.0,180.0,35.0,1527.0,1664.0,587.0,2238.0,1775.0,23.8,29.5,0.8559,899.675
2004-04-22 20:00:00,20.0,3.0,4.0,109.0,180.0,22.4,1387.0,1361.0,701.0,1932.0,1505.0,22.0,34.8,0.908,783.1875
2004-04-22 21:00:00,21.0,3.0,4.0,109.0,180.0,13.5,1158.0,1100.0,835.0,1659.0,1211.0,20.2,37.4,0.8748,691.65
2004-04-22 22:00:00,22.0,3.0,4.0,109.0,180.0,8.2,1009.0,907.0,982.0,1466.0,872.0,19.3,38.8,0.8559,688.85
2004-04-22 23:00:00,23.0,3.0,4.0,109.0,180.0,7.8,1026.0,890.0,976.0,1467.0,855.0,17.9,43.7,0.8856,754.125
2004-04-23 00:00:00,0.0,4.0,4.0,109.0,180.0,10.0,1119.0,979.0,873.0,1593.0,1170.0,17.2,47.9,0.9334,697.95
2004-04-23 01:00:00,1.0,4.0,4.0,109.0,180.0,6.6,1000.0,839.0,958.0,1467.0,1024.0,16.3,49.7,0.916,645.8
2004-04-23 02:00:00,2.0,4.0,4.0,109.0,180.0,3.4,866.0,675.0,1155.0,1337.0,841.0,16.7,46.5,0.8755,633.6
2004-04-23 03:00:00,3.0,4.0,4.0,109.0,180.0,2.8,848.0,642.0,1202.0,1325.0,760.0,14.6,53.0,0.8775,634.1625
2004-04-23 04:00:00,4.0,4.0,4.0,109.0,180.0,2.3,844.0,608.0,1213.0,1314.0,803.0,14.1,53.9,0.8633,614.8625
2004-04-23 05:00:00,5.0,4.0,4.0,59.0,59.0,2.9,852.0,646.0,1186.0,1321.0,793.0,14.2,52.2,0.8413,648.6125
2004-04-23 06:00:00,6.0,4.0,4.0,67.0,72.0,4.9,923.0,757.0,1041.0,1418.0,906.0,14.3,55.4,0.9003,938.325
2004-04-23 07:00:00,7.0,4.0,4.0,95.0,244.0,22.6,1490.0,1368.0,627.0,2119.0,1541.0,14.0,58.0,0.9202,1068.0125
2004-04-23 08:00:00,8.0,4.0,4.0,123.0,351.0,31.1,1662.0,1576.0,523.0,2417.0,1861.0,15.4,53.3,0.9289,996.8875
2004-04-23 09:00:00,9.0,4.0,4.0,142.0,358.0,22.1,1553.0,1354.0,621.0,2030.0,1895.0,19.1,42.1,0.9233,919.0375
2004-04-23 10:00:00,10.0,4.0,4.0,142.0,245.0,18.3,1423.0,1247.0,706.0,1887.0,1684.0,23.7,31.0,0.8968,949.25
2004-04-23 11:00:00,11.0,4.0,4.0,169.0,240.0,22.0,1458.0,1350.0,677.0,1947.0,1731.0,26.9,25.7,0.8942,869.6375
2004-04-23 12:00:00,12.0,4.0,4.0,142.0,179.0,20.1,1349.0,1299.0,728.0,1838.0,1402.0,29.7,20.6,0.8478,842.9875
2004-04-23 13:00:00,13.0,4.0,4.0,136.0,160.0,18.9,1326.0,1265.0,757.0,1835.0,1246.0,29.2,21.5,0.8573,868.2
2004-04-23 14:00:00,14.0,4.0,4.0,147.0,174.0,20.6,1356.0,1312.0,729.0,1865.0,1342.0,29.6,20.1,0.8181,937.6625
2004-04-23 15:00:00,15.0,4.0,4.0,196.0,260.0,25.3,1460.0,1438.0,680.0,1953.0,1489.0,30.0,19.4,0.81,954.35
2004-04-23 16:00:00,16.0,4.0,4.0,186.0,281.0,25.8,1497.0,1449.0,679.0,1985.0,1532.0,29.5,20.1,0.8136,1054.825
2004-04-23 17:00:00,17.0,4.0,4.0,177.0,284.0,30.6,1645.0,1566.0,599.0,2228.0,1909.0,27.0,26.8,0.9403,992.5125
2004-04-23 18:00:00,18.0,4.0,4.0,164.0,250.0,27.1,1557.0,1483.0,615.0,2087.0,1757.0,24.9,30.8,0.954,1088.0625
2004-04-23 19:00:00,19.0,4.0,4.0,161.0,281.0,32.5,1747.0,1608.0,557.0,2335.0,1983.0,23.1,36.7,1.0244,941.975
2004-04-23 20:00:00,20.0,4.0,4.0,146.0,230.0,20.8,1482.0,1319.0,660.0,1975.0,1703.0,21.5,40.8,1.0333,763.6125
2004-04-23 21:00:00,21.0,4.0,4.0,98.0,98.0,10.9,1211.0,1010.0,816.0,1619.0,1246.0,20.5,41.5,0.9864,799.625
2004-04-23 22:00:00,22.0,4.0,4.0,108.0,121.0,13.0,1294.0,1083.0,770.0,1687.0,1321.0,19.2,44.9,0.9875,797.85
2004-04-23 23:00:00,23.0,4.0,4.0,107.0,110.0,11.8,1300.0,1043.0,777.0,1659.0,1375.0,18.8,47.7,1.0221,838.55
2004-04-24 00:00:00,0.0,5.0,4.0,113.0,161.0,13.4,1402.0,1098.0,736.0,1729.0,1456.0,18.2,49.7,1.0284,827.425
2004-04-24 01:00:00,1.0,5.0,4.0,100.0,148.0,13.4,1349.0,1097.0,707.0,1763.0,1442.0,16.1,57.4,1.0451,746.375
2004-04-24 02:00:00,2.0,5.0,4.0,87.0,109.0,9.0,1161.0,938.0,827.0,1597.0,1243.0,16.3,55.3,1.0178,699.225
2004-04-24 03:00:00,3.0,5.0,4.0,109.0,180.0,5.8,1022.0,802.0,916.0,1481.0,1078.0,15.7,53.6,0.9483,646.35
2004-04-24 04:00:00,4.0,5.0,4.0,60.0,45.0,3.8,948.0,700.0,1045.0,1430.0,939.0,16.9,49.8,0.9514,644.3375
2004-04-24 05:00:00,5.0,5.0,4.0,65.0,71.0,3.7,933.0,697.0,1045.0,1403.0,937.0,14.8,57.7,0.9644,674.8375
2004-04-24 06:00:00,6.0,5.0,4.0,64.0,75.0,5.7,1021.0,800.0,931.0,1483.0,1019.0,14.0,59.7,0.9499,734.375
2004-04-24 07:00:00,7.0,5.0,4.0,73.0,106.0,10.0,1134.0,979.0,794.0,1639.0,1140.0,14.6,56.8,0.9385,824.375
2004-04-24 08:00:00,8.0,5.0,4.0,86.0,166.0,15.0,1311.0,1147.0,681.0,1838.0,1351.0,16.7,51.9,0.9788,863.075
2004-04-24 09:00:00,9.0,5.0,4.0,105.0,188.0,15.6,1409.0,1169.0,685.0,1874.0,1459.0,20.0,45.0,1.039,806.4125
2004-04-24 10:00:00,10.0,5.0,4.0,107.0,161.0,12.3,1301.0,1059.0,787.0,1727.0,1297.0,23.9,33.7,0.9837,826.925
2004-04-24 11:00:00,11.0,5.0,4.0,114.0,139.0,14.4,1354.0,1130.0,765.0,1808.0,1291.0,26.8,29.5,1.0209,831.825
2004-04-24 12:00:00,12.0,5.0,4.0,105.0,134.0,14.6,1391.0,1136.0,738.0,1840.0,1296.0,27.2,32.4,1.1493,721.2125
2004-04-24 13:00:00,13.0,5.0,4.0,74.0,84.0,8.7,1200.0,929.0,879.0,1623.0,972.0,26.9,32.1,1.1217,789.5
2004-04-24 14:00:00,14.0,5.0,4.0,95.0,98.0,11.0,1338.0,1016.0,798.0,1766.0,1194.0,24.3,41.8,1.2561,715.5
2004-04-24 15:00:00,15.0,5.0,4.0,89.0,91.0,9.0,1223.0,938.0,884.0,1610.0,880.0,25.6,36.0,1.1629,741.3375
2004-04-24 16:00:00,16.0,5.0,4.0,95.0,99.0,10.7,1278.0,1003.0,845.0,1691.0,909.0,27.0,31.8,1.1176,719.4875
2004-04-24 17:00:00,17.0,5.0,4.0,93.0,90.0,9.9,1257.0,973.0,860.0,1634.0,839.0,27.5,31.6,1.1417,853.2125
2004-04-24 18:00:00,18.0,5.0,4.0,123.0,147.0,15.7,1497.0,1171.0,725.0,1899.0,1248.0,24.9,38.1,1.1838,910.55
2004-04-24 19:00:00,19.0,5.0,4.0,134.0,177.0,19.4,1567.0,1280.0,661.0,1970.0,1476.0,23.4,39.7,1.1276,878.35
2004-04-24 20:00:00,20.0,5.0,4.0,126.0,162.0,16.8,1503.0,1203.0,651.0,1863.0,1502.0,21.2,50.8,1.2631,694.475
2004-04-24 21:00:00,21.0,5.0,4.0,79.0,88.0,6.8,1169.0,850.0,906.0,1584.0,873.0,15.6,73.5,1.2953,607.0
2004-04-24 22:00:00,22.0,5.0,4.0,54.0,53.0,3.0,1007.0,650.0,1157.0,1404.0,528.0,12.9,79.7,1.1774,603.15
2004-04-24 23:00:00,23.0,5.0,4.0,69.0,68.0,3.2,1004.0,667.0,1157.0,1365.0,492.0,11.5,76.9,1.0436,590.5125
2004-04-25 00:00:00,0.0,6.0,4.0,67.0,61.0,3.1,967.0,661.0,1181.0,1321.0,463.0,12.2,66.8,0.9455,602.8625
2004-04-25 01:00:00,1.0,6.0,4.0,73.0,71.0,3.9,984.0,707.0,1131.0,1359.0,494.0,12.4,64.1,0.9209,592.575
2004-04-25 02:00:00,2.0,6.0,4.0,73.0,63.0,3.6,931.0,689.0,1161.0,1317.0,503.0,12.7,58.7,0.8605,627.9375
2004-04-25 03:00:00,3.0,6.0,4.0,109.0,180.0,4.5,966.0,737.0,1083.0,1363.0,581.0,12.6,58.6,0.8529,545.15
2004-04-25 04:00:00,4.0,6.0,4.0,33.0,23.0,1.2,777.0,521.0,1535.0,1121.0,350.0,12.5,51.2,0.7374,556.8375
2004-04-25 05:00:00,5.0,6.0,4.0,20.0,14.0,0.7,763.0,471.0,1783.0,1098.0,305.0,12.5,50.9,0.7346,572.0125
2004-04-25 06:00:00,6.0,6.0,4.0,37.0,34.0,1.1,804.0,505.0,1718.0,1148.0,329.0,12.8,49.3,0.7285,564.175
2004-04-25 07:00:00,7.0,6.0,4.0,50.0,42.0,1.4,830.0,535.0,1496.0,1184.0,375.0,13.5,48.6,0.7487,562.7
2004-04-25 08:00:00,8.0,6.0,4.0,45.0,40.0,1.6,833.0,553.0,1476.0,1180.0,373.0,14.4,45.9,0.7476,567.1625
2004-04-25 09:00:00,9.0,6.0,4.0,48.0,48.0,2.3,875.0,603.0,1370.0,1206.0,385.0,15.1,43.9,0.7487,573.4375
2004-04-25 10:00:00,10.0,6.0,4.0,56.0,61.0,2.5,882.0,621.0,1346.0,1216.0,403.0,16.6,38.6,0.7236,565.2125
2004-04-25 11:00:00,11.0,6.0,4.0,58.0,58.0,2.7,862.0,635.0,1320.0,1193.0,393.0,17.2,35.0,0.6789,559.2125
2004-04-25 12:00:00,12.0,6.0,4.0,52.0,57.0,2.7,863.0,636.0,1290.0,1185.0,388.0,17.4,33.9,0.6683,554.9
2004-04-25 13:00:00,13.0,6.0,4.0,52.0,54.0,2.2,830.0,596.0,1389.0,1145.0,371.0,17.9,30.7,0.6234,552.125
2004-04-25 14:00:00,14.0,6.0,4.0,44.0,41.0,2.0,807.0,584.0,1488.0,1104.0,347.0,18.3,27.2,0.5675,573.425
2004-04-25 15:00:00,15.0,6.0,4.0,59.0,57.0,3.4,873.0,675.0,1343.0,1181.0,396.0,19.4,25.7,0.5738,599.8125
2004-04-25 16:00:00,16.0,6.0,4.0,74.0,83.0,4.5,931.0,739.0,1274.0,1219.0,474.0,20.2,24.1,0.563,597.4625
2004-04-25 17:00:00,17.0,6.0,4.0,76.0,81.0,4.7,918.0,748.0,1228.0,1219.0,505.0,19.6,24.9,0.5625,636.25
2004-04-25 18:00:00,18.0,6.0,4.0,83.0,98.0,6.0,1001.0,811.0,1122.0,1344.0,625.0,18.5,27.8,0.5843,727.2125
2004-04-25 19:00:00,19.0,6.0,4.0,100.0,124.0,11.7,1169.0,1039.0,883.0,1550.0,941.0,17.8,30.3,0.6129,690.275
2004-04-25 20:00:00,20.0,6.0,4.0,101.0,133.0,8.2,1085.0,907.0,976.0,1419.0,893.0,16.6,34.0,0.6353,631.0125
2004-04-25 21:00:00,21.0,6.0,4.0,90.0,100.0,5.1,940.0,769.0,1103.0,1310.0,731.0,15.5,37.0,0.6447,739.375
